ID,RFAM#,Architecture,Clan,Family
F2130,RF02206,3WJ,WT1-AS_4,WT1-AS_4
F2131,RF02207,hairpin,WT1-AS_5,WT1-AS_5
F2132,RF02208,3WJ,WT1-AS_6,WT1-AS_6
F2133,RF02209,complex unclassified,WT1-AS_7,WT1-AS_7
F2134,RF02210,3H,WT1-AS_8,WT1-AS_8
F2135,RF02211,3WJ,ZFAT-AS1_1,ZFAT-AS1_1
F2136,RF02212,4WJ,ZFAT-AS1_2,ZFAT-AS1_2
F2137,RF02213,4WJ,ZFAT-AS1_3,ZFAT-AS1_3
F2138,RF02214,hairpin,mir-56,mir-56
F2139,RF02215,multiple_domains,ZNFX1-AS1_1,ZNFX1-AS1_1
F2140,RF02216,hairpin,ZNFX1-AS1_2,ZNFX1-AS1_2
F2141,RF02217,hairpin,ZNFX1-AS1_3,ZNFX1-AS1_3
F2142,RF02218,hairpin,ZNRD1-AS1_1,ZNRD1-AS1_1
F2143,RF02219,4WJ,ZNRD1-AS1_2,ZNRD1-AS1_2
F2144,RF02220,hairpin,ZNRD1-AS1_3,ZNRD1-AS1_3
F2145,RF02221,3WJ,sRNA-Xcc1,sRNA-Xcc1
F2146,RF02222,3WJ,sX2,sX2
F2147,RF02223,complex unclassified,sX4,sX4
F2148,RF02224,hairpin,sX5,sX5
F2149,RF02225,complex unclassified,sX6,sX6
F2150,RF02226,3H,sX7,sX7
F2151,RF02227,2H,sX8,sX8
F2152,RF02228,3H,sX9,sX9
F2153,RF02230,complex unclassified,sX11,sX11
F2154,RF02231,2H,sX12,sX12
F2155,RF02232,4H,sX13,sX13
F2156,RF02233,4H,sX14,sX14
F2157,RF02234,3WJ,sX15,sX15
F2158,RF02235,3WJ,asX1,asX1
F2159,RF02236,2H,asX2,asX2
F2160,RF02237,3WJ,asX3,asX3
F2161,RF02238,3WJ,asX4,asX4
F2162,RF02239,2H,asX6,asX6
F2163,RF02240,complex unclassified,Xoo1,Xoo1
F2164,RF02241,3H,Xoo2,Xoo2
F2165,RF02242,3WJ,Xoo5,Xoo5
F2166,RF02243,complex unclassified,Xoo8,Xoo8
F2167,RF02244,hairpin,mir-785,mir-785
F2168,RF02245,hairpin,mir-788,mir-788
F2169,RF02246,3WJ,Six3os1_1,Six3os1_1
F2170,RF02247,3WJ,Six3os1_2,Six3os1_2
F2171,RF02248,2H,Six3os1_3,Six3os1_3
F2172,RF02249,multiple_domains,Six3os1_4,Six3os1_4
F2173,RF02250,complex unclassified,Six3os1_5,Six3os1_5
F2174,RF02251,3WJ,Six3os1_6,Six3os1_6
F2175,RF02252,complex unclassified,Six3os1_7,Six3os1_7
F2176,RF02253,hairpin,IRE_II,IRE_II
F274,RF02254,hairpin,mir-36,mir-35
F2177,RF02255,2H,adapt33_1,adapt33_1
F2178,RF02256,hairpin,adapt33_2,adapt33_2
F2179,RF02257,4WJ,adapt33_3,adapt33_3
F2180,RF02258,hairpin,adapt33_4,adapt33_4
F2181,RF02259,3WJ,Vax2os1_1,Vax2os1_1
F2182,RF02260,hairpin,MAT2A_A,MAT2A_A
F2183,RF02261,hairpin,MAT2A_B,MAT2A_B
F2184,RF02262,hairpin,MAT2A_C,MAT2A_C
F2185,RF02263,hairpin,MAT2A_D,MAT2A_D
F2186,RF02264,hairpin,MAT2A_E,MAT2A_E
F2187,RF02265,hairpin,MAT2A_F,MAT2A_F
F2188,RF02266,hairpin,XIST_intron,XIST_intron
F2189,RF02267,complex unclassified,Vax2os1_2,Vax2os1_2
F2190,RF02268,3WJ,MtlS,MtlS
F2191,RF02269,3H,HPnc0580,HPnc0580
F2192,RF02270,2H,nse_sRNA,nse_sRNA
F2193,RF02271,3WJ,uc_338,uc_338
F2194,RF02272,complex unclassified,Vax2os1_3,Vax2os1_3
F2195,RF02273,2H,FsrA,FsrA
F2196,RF02274,2H,AniS,AniS
F38,RF02275,3WJ,Hammerhead,Hammerhead_HH9
F39,RF02276,3WJ,Hammerhead,Hammerhead_II
F40,RF02277,3WJ,Hammerhead,Hammerhead_HH10
F2197,RF02278,2H,Betaproteobacteria_toxic_sRNA,Betaproteobacteria_toxic_sRNA
F2198,RF02279,hairpin,C/D-box,TtnuCD1
F2199,RF02280,hairpin,C/D-box,TtnuCD3
F2200,RF02281,hairpin,C/D-box,TtnuCD4
F2201,RF02282,hairpin,C/D-box,TtnuCD5
F2202,RF02283,hairpin,C/D-box,TtnuCD6
F2203,RF02284,hairpin,C/D-box,TtnuCD7
F2204,RF02285,hairpin,C/D-box,TtnuCD8
F2205,RF02286,hairpin,C/D-box,TtnuCD9
F2206,RF02287,hairpin,C/D-box,TtnuCD10
F2207,RF02288,hairpin,C/D-box,TtnuCD11
F2208,RF02289,hairpin,C/D-box,TtnuCD13
F2209,RF02290,hairpin,C/D-box,TtnuCD14
F2210,RF02291,hairpin,C/D-box,TtnuCD15
F2211,RF02292,hairpin,C/D-box,TtnuCD16
F2212,RF02293,hairpin,C/D-box,TtnuCD17
F2213,RF02294,hairpin,C/D-box,TtnuCD18
F2214,RF02295,hairpin,C/D-box,TtnuCD19
F2215,RF02296,hairpin,C/D-box,TtnuCD20
F2216,RF02297,hairpin,C/D-box,TtnuCD21
F2217,RF02298,hairpin,C/D-box,TtnuCD22
F2218,RF02299,hairpin,C/D-box,TtnuCD23
F2219,RF02300,hairpin,C/D-box,TtnuCD24
F2220,RF02301,hairpin,C/D-box,TtnuCD25
F2221,RF02302,hairpin,C/D-box,TtnuCD26
F2222,RF02303,hairpin,C/D-box,TtnuCD28
F2223,RF02304,hairpin,C/D-box,TtnuCD29
F2224,RF02305,hairpin,C/D-box,TtnuCD31
F2225,RF02306,hairpin,C/D-box,TtnuCD32
F2226,RF02307,hairpin,C/D-box,TtnuCD33
F2227,RF02308,hairpin,C/D-box,TtnuCD34
F2228,RF02309,2H,H/ACA-box,TtnuHACA1
F2229,RF02310,2H,H/ACA-box,TtnuHACA2
F2230,RF02311,2H,H/ACA-box,TtnuHACA3
F2231,RF02312,2H,H/ACA-box,TtnuHACA5
F2232,RF02313,2H,H/ACA-box,TtnuHACA6
F2233,RF02314,2H,H/ACA-box,TtnuHACA7
F2234,RF02315,2H,H/ACA-box,TtnuHACA8
F2235,RF02316,2H,H/ACA-box,TtnuHACA9
F2236,RF02317,2H,H/ACA-box,TtnuHACA10
F2237,RF02318,2H,H/ACA-box,TtnuHACA11a
F2238,RF02319,2H,H/ACA-box,TtnuHACA12
F2239,RF02320,2H,H/ACA-box,TtnuHACA13
F2240,RF02321,2H,H/ACA-box,TtnuHACA14
F2241,RF02322,2H,H/ACA-box,TtnuHACA15
F2242,RF02323,2H,H/ACA-box,TtnuHACA16
F2243,RF02324,2H,H/ACA-box,TtnuHACA17
F2244,RF02325,2H,H/ACA-box,TtnuHACA18
F2245,RF02326,2H,H/ACA-box,TtnuHACA19
F2246,RF02327,2H,H/ACA-box,TtnuHACA20
F2247,RF02328,2H,H/ACA-box,TtnuHACA21
F2248,RF02329,2H,H/ACA-box,TtnuHACA22
F2249,RF02330,2H,H/ACA-box,TtnuHACA23
F2250,RF02331,2H,H/ACA-box,TtnuHACA24
F2251,RF02332,2H,H/ACA-box,TtnuHACA25
F2252,RF02333,2H,H/ACA-box,TtnuHACA27
F2253,RF02334,2H,H/ACA-box,TtnuHACA28
F2254,RF02335,hairpin,GlsR2_miR4,GlsR2_miR4
F2255,RF02336,hairpin,GlsR1_miR6,GlsR1_miR6
F2256,RF02337,hairpin,GlsR8_miR10,GlsR8_miR10
F2257,RF02338,hairpin,GlsR16_miR3,GlsR16_miR3
F2258,RF02339,hairpin,GlsR17_miR2,GlsR17_miR2
F2259,RF02340,3WJ,DENV_SLA,DENV_SLA
F2260,RF02341,3WJ,ncrMT1302,ncrMT1302
F2261,RF02342,3H,ar7,ar7
F2262,RF02343,complex unclassified,ar9,ar9
F2263,RF02344,3H,ar14,ar14
F328,RF02345,2H,suhB,ar15
F2264,RF02346,3H,ar35,ar35
F2265,RF02347,4WJ,ar45,ar45
F2266,RF02348,hairpin,tracrRNA,tracrRNA
F2267,RF02349,complex unclassified,psRNA2,psRNA2
F2268,RF02350,complex unclassified,psRNA6,psRNA6
F2269,RF02351,3WJ,psRNA14,psRNA14
F2270,RF02353,2H,BjrC68,BjrC68
F2271,RF02354,4H,BjrC80,BjrC80
F2272,RF02355,3WJ,BjrC174,BjrC174
F2273,RF02356,complex unclassified,BjrC1505,BjrC1505
F2274,RF02357,RNaseP,RNaseP,RNaseP-T
F2275,RF02358,hairpin,hsp17,hsp17
F2276,RF02359,hairpin,MS2,MS2
F2277,RF02360,complex unclassified,Yfr8,Yfr8
F2278,RF02362,2H,Yfr10,Yfr10
F2279,RF02363,3WJ,Yfr11,Yfr11
F2280,RF02364,4H,Yfr13,Yfr13
F2281,RF02365,3WJ,Yfr17,Yfr17
F2282,RF02366,2H,Yfr19,Yfr19
F2283,RF02367,3H,Yfr20,Yfr20
F2284,RF02368,complex unclassified,Yfr21,Yfr21
F2285,RF02369,hairpin,h2cR,h2cR
F2286,RF02370,2H,Trp_leader_2,Trp_leader_2
F2287,RF02371,hairpin,PyrG_leader,PyrG_leader
F2288,RF02372,hairpin,PyrC_leader,PyrC_leader
F2289,RF02373,hairpin,PyrD_leader,PyrD_leader
F2290,RF02374,complex unclassified,YenS,YenS
F2291,RF02375,complex unclassified,Aar,Aar
F2292,RF02376,3H,SR1,SR1
F2293,RF02377,complex unclassified,SurA,SurA
F2294,RF02378,3WJ,SurC,SurC
F2295,RF02379,2H,csRNA,csRNA
F2296,RF02384,3H,FasX,FasX
F2297,RF02385,3WJ,sau-13,sau-13
F2298,RF02386,hairpin,sau-19,sau-19
F2299,RF02387,2H,sau-27,sau-27
F2300,RF02388,hairpin,sau-30,sau-30
F2301,RF02389,hairpin,sau-31,sau-31
F2302,RF02390,3WJ,sau-41,sau-41
F2304,RF02392,complex unclassified,sau-53,sau-53
F2305,RF02393,3WJ,sau-59,sau-59
F2306,RF02394,4H,sau-63,sau-63
F2307,RF02395,3WJ,sau-66,sau-66
F2308,RF02396,hairpin,sau-5949,sau-5949
F2309,RF02397,3H,sau-5971,sau-5971
F2310,RF02398,2H,sau-6072,sau-6072
F2311,RF02399,2H,NsiR1,NsiR1
F2312,RF02400,complex unclassified,Hsp83_3_UTR,Hsp83_3_UTR
F2313,RF02401,hairpin,ClpQY_promoter,ClpQY_promoter
F236,RF02402,hairpin,C/D-box,Afu_263
F2314,RF02403,hairpin,C/D-box,Afu_328
F2315,RF02404,complex unclassified,P33,P33
F2316,RF02405,complex unclassified,P34,P34
F2317,RF02406,hairpin,C/D-box,snoR120
F2318,RF02407,hairpin,C/D-box,snoR122
F2319,RF02408,hairpin,C/D-box,snoR124
F2320,RF02409,hairpin,C/D-box,snoR125
F2321,RF02410,2H,H/ACA-box,snoR136
F2322,RF02411,2H,H/ACA-box,snoR138
F2323,RF02412,2H,H/ACA-box,snoR144
F2324,RF02413,2H,H/ACA-box,snoR145
F2325,RF02414,3WJ,rli60,rli60
F2326,RF02415,complex unclassified,rliG,rliG
F2327,RF02416,hairpin,TCV_H4,TCV_H4
F2328,RF02417,complex unclassified,VR-RNA,VR-RNA
F2329,RF02418,hairpin,Spd-sr07,Spd-sr07
F2330,RF02419,hairpin,Spd-sr37,Spd-sr37
F2331,RF02420,2H,Bp1_162,Bp1_162
F2332,RF02421,3WJ,Bp1_684,Bp1_684
F2333,RF02422,complex unclassified,Bp1_738,Bp1_738
F2334,RF02423,complex unclassified,Bp1_781,Bp1_781
F2335,RF02424,complex unclassified,Bp2_287,Bp2_287
F2336,RF02425,hairpin,SpF01_sRNA,SpF01_sRNA
F2337,RF02426,3WJ,SpF03_sRNA,SpF03_sRNA
F2338,RF02427,3WJ,SpF10_sRNA,SpF10_sRNA
F2339,RF02428,2H,SpF11_sRNA,SpF11_sRNA
F2340,RF02429,3WJ,SpF14_sRNA,SpF14_sRNA
F2341,RF02430,3WJ,SpF19_sRNA,SpF19_sRNA
F2342,RF02431,3WJ,SpF22_sRNA,SpF22_sRNA
F2343,RF02432,2H,SpF25_sRNA,SpF25_sRNA
F2344,RF02433,hairpin,SpF36_sRNA,SpF36_sRNA
F2345,RF02434,2H,SpF39_sRNA,SpF39_sRNA
F2346,RF02435,3WJ,SpF41_sRNA,SpF41_sRNA
F2347,RF02436,hairpin,SpF43_sRNA,SpF43_sRNA
F2348,RF02437,3WJ,SpF44_sRNA,SpF44_sRNA
F2349,RF02438,2H,SpF51_sRNA,SpF51_sRNA
F2350,RF02439,hairpin,SpF56_sRNA,SpF56_sRNA
F2351,RF02440,4WJ,SpF59_sRNA,SpF59_sRNA
F2352,RF02441,hairpin,SpF61_sRNA,SpF61_sRNA
F2353,RF02442,complex unclassified,SpF66_sRNA,SpF66_sRNA
F2354,RF02443,2H,SpR08_sRNA,SpR08_sRNA
F2355,RF02444,hairpin,SpR10_sRNA,SpR10_sRNA
F2356,RF02445,hairpin,SpR14_sRNA,SpR14_sRNA
F2357,RF02446,3WJ,SpR18_sRNA,SpR18_sRNA
F2358,RF02447,3WJ,SpR19_sRNA,SpR19_sRNA
F2359,RF02448,2H,SpR20_sRNA,SpR20_sRNA
F2360,RF02449,2H,ncr1015,ncr1015
F2361,RF02450,2H,ncr1175,ncr1175
F2362,RF02451,2H,ncr1241,ncr1241
F2363,RF02452,3H,ncr1575,ncr1575
F2364,RF02453,4H,ncr952,ncr952
F2365,RF02454,2H,ncr982,ncr982
F2366,RF02455,4WJ,Virus_CITE_1,Virus_CITE_1
F2367,RF02456,4H,Diantho_3_UTR,Diantho_3_UTR
F2368,RF02457,3WJ,Virus_CITE_2,Virus_CITE_2
F2369,RF02458,3WJ,Virus_CITE_3,Virus_CITE_3
F2370,RF02459,3WJ,Virus_CITE_4,Virus_CITE_4
F2371,RF02460,hairpin,Virus_CITE_5,Virus_CITE_5
F2372,RF02461,3WJ,Virus_CITE_6,Virus_CITE_6
F2373,RF02462,telomerase,Telomerase,Telomerase_Asco
F2374,RF02463,3H,Ms_AS-1,Ms_AS-1
F2375,RF02464,2H,Ms_AS-4,Ms_AS-4
F2376,RF02465,hairpin,Ms_AS-5,Ms_AS-5
F2377,RF02466,2H,Ms_AS-8,Ms_AS-8
F2378,RF02467,2H,Ms_IGR-2,Ms_IGR-2
F2379,RF02468,hairpin,Ms_IGR-4,Ms_IGR-4
F2380,RF02469,2H,Ms_IGR-7,Ms_IGR-7
F2381,RF02470,hairpin,Ms_IGR-8,Ms_IGR-8
F2382,RF02471,3H,Ms_IGR-5,Ms_IGR-5
F2383,RF02472,3H,Gl_RNase_MRP,Gl_RNase_MRP
F2384,RF02473,hairpin,C/D-box,GlsR4
F2385,RF02474,hairpin,C/D-box,GlsR5
F2386,RF02475,hairpin,C/D-box,GlsR6
F2387,RF02476,hairpin,C/D-box,GlsR7
F2388,RF02477,hairpin,C/D-box,GlsR9
F2389,RF02478,hairpin,C/D-box,GlsR10
F2390,RF02479,hairpin,C/D-box,GlsR13
F2391,RF02480,hairpin,C/D-box,GlsR14
F2392,RF02481,2H,H/ACA-box,GlsR18
F2393,RF02482,2H,H/ACA-box,GlsR19
F2394,RF02483,2H,H/ACA-box,GlsR20
F2395,RF02484,2H,H/ACA-box,GlsR21
F2396,RF02485,2H,H/ACA-box,GlsR22
F2397,RF02486,2H,H/ACA-box,GlsR23
F2398,RF02487,2H,H/ACA-box,GlsR24
F2399,RF02488,2H,H/ACA-box,GlsR25
F2400,RF02489,2H,H/ACA-box,GlsR26
F2401,RF02490,2H,H/ACA-box,GlsR27
F2402,RF02491,U1_snRNA,U1,Gl_U1
F2403,RF02492,Intron_gpII-like,U2,Gl_U2
F2404,RF02493,U4_snRNA,U4,Gl_U4
F2405,RF02494,Intron_gpII-like,U6,Gl_U6
F2406,RF02495,2H,ohsC_RNA,ohsC_RNA
F2407,RF02496,complex unclassified,Atu_At1,Atu_At1
F2408,RF02497,2H,Atu_C10,Atu_C10
F2409,RF02498,complex unclassified,Atu_C3,Atu_C3
F2410,RF02499,2H,Atu_C4,Atu_C4
F2411,RF02500,2H,Atu_C6,Atu_C6
F2412,RF02501,2H,Atu_C7,Atu_C7
F2413,RF02502,3WJ,Atu_C8,Atu_C8
F2414,RF02503,2H,Atu_C9,Atu_C9
F2415,RF02504,complex unclassified,Atu_L1,Atu_L1
F2416,RF02505,3H,Atu_L6,Atu_L6
F2417,RF02506,3H,Atu_Ti1,Atu_Ti1
F2418,RF02507,hairpin,Atu_Ti3,Atu_Ti3
F2419,RF02508,hairpin,Atu_Ti4,Atu_Ti4
F2420,RF02509,2H,PYLIS_2,PYLIS_2
F2421,RF02510,4H,PYLIS_3,PYLIS_3
F2422,RF02511,2H,PYLIS_4,PYLIS_4
F2423,RF02512,2H,PYLIS_5,PYLIS_5
F2424,RF02513,hairpin,PYLIS_6,PYLIS_6
F2425,RF02514,complex unclassified,5_ureB_sRNA,5_ureB_sRNA
F2426,RF02515,3WJ,AfaR,AfaR
F2427,RF02516,hairpin,mir-393,mir-393
F2428,RF02517,hairpin,mir-1017,mir-1017
F2429,RF02518,hairpin,mir-2494,mir-2494
F2430,RF02519,hairpin,ToxI,ToxI
F2431,RF02520,hairpin,mir-965,mir-965
F2432,RF02521,3WJ,Virus_CITE_7,Virus_CITE_7
F2433,RF02522,3WJ,Virus_CITE_8,Virus_CITE_8
F2434,RF02523,2H,ROSE_3,ROSE_3
F2435,RF02524,complex unclassified,sagA,sagA
F2436,RF02525,complex unclassified,SSRC30,SSRC30
F2437,RF02526,2H,SSRC34_1,SSRC34_1
F2438,RF02527,complex unclassified,SSRC38,SSRC38
F2439,RF02528,2H,SSRC41,SSRC41
F2440,RF02529,3WJ,SSRC8_1,SSRC8_1
F2441,RF02530,hairpin,URE2_IRES,URE2_IRES
F2442,RF02531,4H,NRF2_IRES,NRF2_IRES
F2443,RF02532,3H,MNV_3UTR,MNV_3UTR
F2444,RF02533,hairpin,HAV_CRE,HAV_CRE
F2445,RF02534,hairpin,Noro_CRE,Noro_CRE
F2446,RF02535,2H,ODC_IRES,ODC_IRES
F2447,RF02536,hairpin,AEV_CRE,AEV_CRE
F2448,RF02537,3H,TarA,TarA
F2449,RF02538,4H,TarB,TarB
F2450,RF02539,hairpin,C/D-box,SNOR75
F335,RF02540,rRNA,LSU_rRNA,LSU_rRNA_archaea
F336,RF02541,rRNA,LSU_rRNA,LSU_rRNA_bacteria
F334,RF02542,rRNA,SSU_rRNA,SSU_rRNA_microsporidia
F337,RF02543,rRNA,LSU_rRNA,LSU_rRNA_eukarya
F7,RF02544,tRNA-like,tRNA,mt-tmRNA
F2451,RF02545,rRNA,SSU_rRNA,SSU_trypano_mito
F2452,RF02546,rRNA,LSU_rRNA,LSU_trypano_mito
F2453,RF02547,rRNA,5S_rRNA,mtPerm-5S
F2454,RF02548,hairpin,Oskar_OES,Oskar_OES
F2455,RF02549,complex unclassified,YFV_3UTR,YFV_3UTR
F2456,RF02550,4WJ,RnaG,RnaG
F2457,RF02551,2H,DapZ,DapZ
F2458,RF02552,3H,RcsR1,RcsR1
F2459,RF02553,4WJ,YrlA,YrlA
F2460,RF02554,rRNA,5S_rRNA,ppoRNA
F2461,RF02555,rRNA,5S_rRNA,hveRNA
F2462,RF02556,hairpin,snaR-A,snaR-A
F2463,RF02557,complex unclassified,CbSR1,CbSR1
F2464,RF02558,complex unclassified,CbSR2,CbSR2
F2465,RF02559,complex unclassified,CbSR4,CbSR4
F2466,RF02560,complex unclassified,CbSR9,CbSR9
F2467,RF02561,complex unclassified,CbSR12,CbSR12
F2468,RF02562,3WJ,CbSR14,CbSR14
F2469,RF02563,complex unclassified,CbSR3,CbSR3
F2470,RF02564,2H,naRNA3,naRNA4
F2471,RF02565,hairpin,YrlB,YrlB
F2472,RF02566,complex unclassified,Ms1,Ms1
F2473,RF02567,complex unclassified,Va-907,Va-907
F2474,RF02568,3H,UptR,UptR
F2475,RF02569,3H,IhtA,IhtA
F2476,RF02570,hairpin,BM-sr0117,BM-sr0117
F2477,RF02571,complex unclassified,Mcr7,Mcr7
F2478,RF02572,3WJ,babR_5UTR,babR_5UTR
F2479,RF02573,4H,LLnc147,LLnc147
F2480,RF02574,complex unclassified,Ricks_sRNA10,Ricks_sRNA10
F2481,RF02575,complex unclassified,DM_SisR1,DM_SisR1
F2482,RF02576,complex unclassified,tsr1,tsr1
F2483,RF02577,complex unclassified,tsr24,tsr24
F2484,RF02578,4H,tsr25,tsr25
F2485,RF02579,4WJ,tsr26,tsr26
F2486,RF02580,2H,tsr31,tsr31
F2487,RF02581,4WJ,tsr32,tsr32
F2488,RF02582,2H,tsr33,tsr33
F2489,RF02583,complex unclassified,Teg23,Teg23
F2490,RF02584,hairpin,KRAS_3UTR,KRAS_3UTR
F2491,RF02585,hairpin,HCV_package,HCV_package
F2492,RF02586,hairpin,HCV_package-SL733,HCV_package-SL733
F2493,RF02587,hairpin,HCV_package-SL4629,HCV_package-SL4629
F2494,RF02588,hairpin,HCV_package-SL6067,HCV_package-SL6067
F2495,RF02589,2H,Spy779816,Spy779816
F2496,RF02590,4H,Spy1186876,Spy1186876
F2497,RF02591,2H,Spy1786666,Spy1786666
F2498,RF02592,hairpin,Spy392987,Spy392987
F2499,RF02593,3H,NsiR8,NsiR8
F2500,RF02594,3H,NsiR9,NsiR9
F2501,RF02595,2H,EBv-sisRNA-1,EBv-sisRNA-1
F2502,RF02596,2H,cyano_het_sRNA,cyano_het_sRNA
F2503,RF02597,hairpin,shuA_thermo,shuA_thermo
F2504,RF02598,hairpin,EBv-sisRNA-2,EBv-sisRNA-2
F2505,RF02599,complex unclassified,BASRCI408,BASRCI408
F2506,RF02600,3WJ,BASRCI27,BASRCI27
F2507,RF02601,complex unclassified,BASRCI337,BASRCI337
F2508,RF02602,complex unclassified,BASRCI414,BASRCI414
F2509,RF02603,complex unclassified,BASRCII26,BASRCII26
F2510,RF02604,complex unclassified,BASRCI153,BASRCI153
F2511,RF02605,complex unclassified,scr5239,scr5239
F2512,RF02606,complex unclassified,AbsR28,AbsR28
F2513,RF02607,2H,AbsR25,AbsR25
F2514,RF02608,complex unclassified,AbsR11,AbsR11
F2515,RF02609,complex unclassified,BSR0602,BSR0602
F2516,RF02610,complex unclassified,BSR0709,BSR0709
F2517,RF02611,complex unclassified,BSR0653,BSR0653
F2518,RF02612,3WJ,BSR1350,BSR1350
F2519,RF02613,complex unclassified,BSR0739,BSR0739
F2520,RF02614,complex unclassified,BSR1073,BSR1073
F2521,RF02615,3H,BSR0626,BSR0626
F2522,RF02616,complex unclassified,SSRC8_2,SSRC8_2
F2523,RF02617,3H,SSRC10,SSRC10
F2524,RF02618,2H,SSRC34_2,SSRC34_2
F2525,RF02619,2H,BSnc115,BSnc115
F2526,RF02620,2H,BSnc119,BSnc119
F2527,RF02621,3H,BSnc120,BSnc120
F2528,RF02622,3H,BSnc121,BSnc121
F2529,RF02623,3H,BSnc140,BSnc140
F2530,RF02624,hairpin,BSnc150,BSnc150
F2531,RF02625,hairpin,WsnRNA46,WsnRNA46
F2532,RF02626,hairpin,WsnRNA59,WsnRNA59
F2533,RF02627,complex unclassified,Ssr1,Ssr1
F2534,RF02628,2H,Hrs1,Hrs1
F2535,RF02629,2H,RmaA,RmaA
F2536,RF02630,3H,Hrs12,Hrs12
F2537,RF02631,3H,Hrs13,Hrs13
F2538,RF02632,3H,Hrs10,Hrs10
F2539,RF02633,4WJ,Hrs21,Hrs21
F2540,RF02634,4H,EF3314_EF3315,EF3314_EF3315
F2541,RF02635,complex unclassified,EF0820_EF0821,EF0820_EF0821
F2542,RF02636,complex unclassified,EF1368_EF1369,EF1368_EF1369
F2543,RF02637,complex unclassified,EF0408_EF0409,EF0408_EF0409
F2544,RF02638,3H,EF0605_EF0606,EF0605_EF0606
F2545,RF02639,complex unclassified,EF0869_EF0870,EF0869_EF0870
F2546,RF02640,4WJ,MOSES4,MOSES4
F2547,RF02641,2H,Spy490483c,Spy490483c
F2548,RF02642,3WJ,Spy491311c,Spy491311c
F2549,RF02643,3H,Spy491738,Spy491738
F2550,RF02644,3H,Spy490380c,Spy490380c
F2551,RF02645,complex unclassified,Cis2_sRNA,Cis2_sRNA
F2552,RF02646,2H,Cis8_sRNA,Cis8_sRNA
F2553,RF02647,3WJ,Cis52_sRNA,Cis52_sRNA
F2554,RF02648,complex unclassified,Cis90_sRNA,Cis90_sRNA
F2555,RF02649,4H,Trans44_sRNA,Trans44_sRNA
F2556,RF02650,complex unclassified,CncR1,CncR1
F2557,RF02651,3H,SorY,SorY
F2558,RF02652,3WJ,StyR-3,StyR-3
F2559,RF02653,4H,StyR-143,StyR-143
F2560,RF02654,complex unclassified,MicL,MicL
F2561,RF02655,complex unclassified,BSR0441,BSR0441
F2562,RF02656,complex unclassified,sot0042,sot0042
F2563,RF02657,complex unclassified,sot2652,sot2652
F2564,RF02658,IRES_multi_domain,IRES_RhPV,IRES_RhPV
F2565,RF02659,3H,ncRv12659,ncRv12659
F2566,RF02660,complex unclassified,icaR_3p_UTR,icaR_3p_UTR
F2567,RF02661,hairpin,icaR_5p_UTR,icaR_5p_UTR
F2568,RF02662,hairpin,BLi_r0872,BLi_r0872
F2569,RF02663,2H,GmglnB1_5p_UTR,GmglnB1_5p_UTR
F2570,RF02664,IRES_multi_domain,IRES_cyp24a1,IRES_cyp24a1
F2571,RF02665,2H,H/ACA-box,PsiU1-6
F2572,RF02666,2H,H/ACA-box,PsiU2-35.45
F2573,RF02667,2H,H/ACA-box,PsiU2-38.40.42
F2574,RF02668,2H,H/ACA-box,PsiU2-55
F2575,RF02669,2H,H/ACA-box,PsiU6-40
F2576,RF02670,2H,H/ACA-box,scaDm46E3
F2577,RF02671,complex unclassified,Ysr35,Ysr35
F2578,RF02672,complex unclassified,SprX,SprX
F2579,RF02673,complex unclassified,scr4677,scr4677
F2580,RF02674,2H,AsdA,AsdA
F2581,RF02675,complex unclassified,Ysr141,Ysr141
F2582,RF02676,3H,Esr41,Esr41
F2583,RF02677,2H,NsiR4,NsiR4
F2584,RF02678,2H,Hatchet,Hatchet
F2585,RF02679,complex unclassified,Pistol,Pistol
F2586,RF02680,3WJ,PreQ1-III,PreQ1-III
F2587,RF02681,4WJ,Twister-sister,Twister-sister
F2588,RF02682,2H,HDV-F-prausnitzii,HDV-F-prausnitzii
F2608,RF02683,4WJ,NiCo,NiCo
F2609,RF02684,complex unclassified,Twister-P5,Twister-P5
F2610,RF02685,pseudoknot_simple,RAGATH-5,RAGATH-5
F2611,RF02686,complex unclassified,RAGATH-6,RAGATH-6
F2612,RF02687,complex unclassified,RAGATH-8,RAGATH-8
F2613,RF02688,3WJ,RAGATH-13,RAGATH-13
F2614,RF02689,complex unclassified,hilD_3p_UTR,hilD_3p_UTR
F2615,RF02690,complex unclassified,BTH_s1,BTH_s1
F2616,RF02691,3WJ,BTH_s19,BTH_s19
F2617,RF02692,4WJ,BTH_s39,BTH_s39
F2618,RF02693,2H,psm_mec_RNA,psm_mec_RNA
F2619,RF02694,complex unclassified,RalA,RalA
F2620,RF02695,complex unclassified,NrsZ,NrsZ
F2621,RF02696,4WJ,Teg49,Teg49
F2622,RF02697,3WJ,LDH1_5p_UTR,LDH1_5p_UTR
F2623,RF02698,3WJ,Avalong_thermometer,Avalong_thermometer
F2624,RF02699,3H,Avashort_thermometer,Avashort_thermometer
F2625,RF02700,hairpin,HtrA_thermometer,HtrA_thermometer
F2626,RF02701,hairpin,PsrR1,PsrR1
F2627,RF02702,3H,AgvB,AgvB
F2628,RF02703,2H,AsxR,AsxR
F2629,RF02704,3WJ,LcrF_thermometer,LcrF_thermometer
F2630,RF02705,2H,H/ACA-box,B_rapa_snoR775
F2631,RF02706,3WJ,TeloSII_ncR30,TeloSII_ncR30
